component_id,type,name,performance_level
566_RAM,RAM,16 GB,Low
566_STORAGE,STORAGE,512.0 GB,Low
567_CPU,CPU,Intel Core i3 10th Gen,Low
567_GPU,GPU,Intel Integrated UHD,Low
567_RAM,RAM,8 GB,Low
567_STORAGE,STORAGE,256.0 GB,Low
568_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
568_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
568_RAM,RAM,8 GB,Medium
568_STORAGE,STORAGE,1280.0 GB,Medium
569_CPU,CPU,Intel Core i3 10th Gen,Low
569_GPU,GPU,Intel Integrated UHD,Low
569_RAM,RAM,8 GB,Low
569_STORAGE,STORAGE,256.0 GB,Low
570_CPU,CPU,Intel Core i5 11th Gen,Medium
570_GPU,GPU,NVIDIA GeForce MX450,Medium
570_RAM,RAM,16 GB,Medium
570_STORAGE,STORAGE,512.0 GB,Medium
571_CPU,CPU,AMD Ryzen 3 Hexa Core 4th Gen,Low
571_GPU,GPU,NVIDIA GeForce GTX 1650,Low
571_RAM,RAM,8 GB,Low
571_STORAGE,STORAGE,512.0 GB,Low
572_CPU,CPU,Intel Core i5 11th Gen,Low
572_GPU,GPU,Intel Integrated Irix Xe,Low
572_RAM,RAM,8 GB,Low
572_STORAGE,STORAGE,512.0 GB,Low
573_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
573_GPU,GPU,AMD Radeon,Low
573_RAM,RAM,8 GB,Low
573_STORAGE,STORAGE,512.0 GB,Low
574_CPU,CPU,Intel Core i5 11th Gen,Medium
574_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
574_RAM,RAM,8 GB,Medium
574_STORAGE,STORAGE,512.0 GB,Medium
575_CPU,CPU,Intel Core i7 11th Gen,Low
575_GPU,GPU,Intel Integrated Iris Xe,Low
575_RAM,RAM,16 GB,Low
575_STORAGE,STORAGE,512.0 GB,Low
576_CPU,CPU,Intel Core i5 11th Gen,Low
576_GPU,GPU,Intel Integrated Iris Xe,Low
576_RAM,RAM,8 GB,Low
576_STORAGE,STORAGE,512.0 GB,Low
577_CPU,CPU,Intel Core i5 11th Gen,Low
577_GPU,GPU,Intel Integrated Iris Xe,Low
577_RAM,RAM,16 GB,Low
577_STORAGE,STORAGE,512.0 GB,Low
578_CPU,CPU,Intel Core i3 11th Gen,Low
578_GPU,GPU,Intel Integrated UHD,Low
578_RAM,RAM,4 GB,Low
578_STORAGE,STORAGE,256.0 GB,Low
579_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
579_GPU,GPU,AMD Radeon AMD,Low
579_RAM,RAM,8 GB,Low
579_STORAGE,STORAGE,512.0 GB,Low
580_CPU,CPU,Intel Core i5 11th Gen,Low
580_GPU,GPU,Intel Integrated Iris Xe,Low
580_RAM,RAM,8 GB,Low
580_STORAGE,STORAGE,1024.0 GB,Low
581_CPU,CPU,Intel Core i7 11th Gen,Low
581_GPU,GPU,Intel Integrated Iris Xe,Low
581_RAM,RAM,16 GB,Low
581_STORAGE,STORAGE,1024.0 GB,Low
582_CPU,CPU,Intel Core i7 11th Gen,Medium
582_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
582_RAM,RAM,16 GB,Medium
582_STORAGE,STORAGE,512.0 GB,Medium
583_CPU,CPU,Intel Core i5 11th Gen,Low
583_GPU,GPU,Intel Integrated Iris Xe,Low
583_RAM,RAM,8 GB,Low
583_STORAGE,STORAGE,512.0 GB,Low
584_CPU,CPU,Intel Core i3 11th Gen,Low
584_GPU,GPU,Intel Integrated UHD,Low
584_RAM,RAM,8 GB,Low
584_STORAGE,STORAGE,512.0 GB,Low
585_CPU,CPU,Intel Core i3 10th Gen,Low
585_GPU,GPU,Intel Integrated Integrated Intel® UHD Graphics,Low
585_RAM,RAM,8 GB,Low
585_STORAGE,STORAGE,256.0 GB,Low
586_CPU,CPU,AMD Ryzen 3 Dual Core,Low
586_GPU,GPU,AMD Radeon AMD,Low
586_RAM,RAM,4 GB,Low
586_STORAGE,STORAGE,1024.0 GB,Low
587_CPU,CPU,AMD Dual Core,Low
587_GPU,GPU,AMD Radeon AMD,Low
587_RAM,RAM,4 GB,Low
587_STORAGE,STORAGE,256.0 GB,Low
588_CPU,CPU,AMD Ryzen 3 Dual Core,Low
588_GPU,GPU,AMD Radeon AMD,Low
588_RAM,RAM,8 GB,Low
588_STORAGE,STORAGE,256.0 GB,Low
589_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
589_GPU,GPU,NVIDIA GeForce MX450,Medium
589_RAM,RAM,16 GB,Medium
589_STORAGE,STORAGE,512.0 GB,Medium
590_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
590_GPU,GPU,NVIDIA GeForce MX450,Medium
590_RAM,RAM,16 GB,Medium
590_STORAGE,STORAGE,512.0 GB,Medium
591_CPU,CPU,Intel Core i7 11th Gen,Medium
591_GPU,GPU,NVIDIA GeForce MX450,Medium
591_RAM,RAM,16 GB,Medium
591_STORAGE,STORAGE,1024.0 GB,Medium
592_CPU,CPU,Intel Core i7 11th Gen,High
592_GPU,GPU,NVIDIA GeForce RTX 3050,High
592_RAM,RAM,16 GB,High
592_STORAGE,STORAGE,512.0 GB,High
593_CPU,CPU,Intel Core i5 11th Gen,Medium
593_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
593_RAM,RAM,8 GB,Medium
593_STORAGE,STORAGE,512.0 GB,Medium
594_CPU,CPU,Intel Core i5 11th Gen,Medium
594_GPU,GPU,NVIDIA GeForce MX450,Medium
594_RAM,RAM,16 GB,Medium
594_STORAGE,STORAGE,512.0 GB,Medium
595_CPU,CPU,Intel Core i5 10th Gen,Low
595_GPU,GPU,NVIDIA GeForce MX330,Low
595_RAM,RAM,8 GB,Low
595_STORAGE,STORAGE,512.0 GB,Low
596_CPU,CPU,Intel Celeron Dual Core,Low
596_GPU,GPU,Intel Integrated UHD,Low
596_RAM,RAM,4 GB,Low
596_STORAGE,STORAGE,nan GB,Low
597_CPU,CPU,Intel Core i5 10th Gen,Low
597_GPU,GPU,Intel Integrated UHD,Low
597_RAM,RAM,8 GB,Low
597_STORAGE,STORAGE,512.0 GB,Low
598_CPU,CPU,Intel Core i7 11th Gen,High
598_GPU,GPU,NVIDIA GeForce RTX 3050ti,High
598_RAM,RAM,16 GB,High
598_STORAGE,STORAGE,1536.0 GB,High
599_CPU,CPU,Intel Core i3 11th Gen,Low
599_GPU,GPU,Intel Integrated UHD,Low
599_RAM,RAM,4 GB,Low
599_STORAGE,STORAGE,256.0 GB,Low
600_CPU,CPU,Intel Core i7 11th Gen,High
600_GPU,GPU,NVIDIA GeForce RTX 3050ti,High
600_RAM,RAM,16 GB,High
600_STORAGE,STORAGE,1536.0 GB,High
601_CPU,CPU,Intel Core i3 11th Gen,Low
601_GPU,GPU,Intel Integrated UHD,Low
601_RAM,RAM,4 GB,Low
601_STORAGE,STORAGE,256.0 GB,Low
602_CPU,CPU,Intel Core i5 11th Gen,Low
602_GPU,GPU,Intel Integrated Iris Xe,Low
602_RAM,RAM,8 GB,Low
602_STORAGE,STORAGE,512.0 GB,Low
603_CPU,CPU,Intel Core i5 11th Gen,Low
603_GPU,GPU,Intel Integrated Iris Xe,Low
603_RAM,RAM,8 GB,Low
603_STORAGE,STORAGE,1280.0 GB,Low
604_CPU,CPU,AMD Ryzen 3 Dual Core 3rd Gen,Low
604_GPU,GPU,AMD Radeon AMD,Low
604_RAM,RAM,8 GB,Low
604_STORAGE,STORAGE,256.0 GB,Low
605_CPU,CPU,Intel Core i5 11th Gen,Low
605_GPU,GPU,Intel Integrated Iris Xe,Low
605_RAM,RAM,8 GB,Low
605_STORAGE,STORAGE,1024.0 GB,Low
606_CPU,CPU,AMD Ryzen 5 Quad Core,Low
606_GPU,GPU,AMD Radeon Vega 8,Low
606_RAM,RAM,8 GB,Low
606_STORAGE,STORAGE,512.0 GB,Low
607_CPU,CPU,Intel Core i5 11th Gen,Low
607_GPU,GPU,Intel Integrated Iris Xe,Low
607_RAM,RAM,8 GB,Low
607_STORAGE,STORAGE,512.0 GB,Low
608_CPU,CPU,Intel Core i5 11th Gen,Low
608_GPU,GPU,Intel Integrated Iris Xe,Low
608_RAM,RAM,8 GB,Low
608_STORAGE,STORAGE,1280.0 GB,Low
609_CPU,CPU,Intel Core i5 11th Gen,Low
609_GPU,GPU,Intel Integrated Iris Xe,Low
609_RAM,RAM,8 GB,Low
609_STORAGE,STORAGE,1280.0 GB,Low
610_CPU,CPU,AMD Ryzen 7 Octa Core,High
610_GPU,GPU,NVIDIA GeForce RTX 3050,High
610_RAM,RAM,8 GB,High
610_STORAGE,STORAGE,1024.0 GB,High
611_CPU,CPU,AMD Ryzen 7 Octa Core 4th Gen,High
611_GPU,GPU,NVIDIA GeForce GTX 1650,High
611_RAM,RAM,8 GB,High
611_STORAGE,STORAGE,512.0 GB,High
612_CPU,CPU,Intel Core i5 11th Gen,Low
612_GPU,GPU,Intel Integrated Iris Xe,Low
612_RAM,RAM,16 GB,Low
612_STORAGE,STORAGE,1280.0 GB,Low
613_CPU,CPU,Intel Core i3 11th Gen,Low
613_GPU,GPU,Intel Integrated UHD,Low
613_RAM,RAM,8 GB,Low
613_STORAGE,STORAGE,256.0 GB,Low
614_CPU,CPU,Intel Core i3 10th Gen,Low
614_GPU,GPU,Intel Integrated HD 520,Low
614_RAM,RAM,4 GB,Low
614_STORAGE,STORAGE,1024.0 GB,Low
615_CPU,CPU,Intel Core i3 10th Gen,Low
615_GPU,GPU,Intel Integrated UHD,Low
615_RAM,RAM,8 GB,Low
615_STORAGE,STORAGE,256.0 GB,Low
616_CPU,CPU,Intel Celeron Dual Core,Low
616_GPU,GPU,Intel Integrated UHD,Low
616_RAM,RAM,4 GB,Low
616_STORAGE,STORAGE,nan GB,Low
617_CPU,CPU,AMD Ryzen 9 Octa Core 5th Gen,High
617_GPU,GPU,NVIDIA GeForce RTX 3050Ti,High
617_RAM,RAM,16 GB,High
617_STORAGE,STORAGE,1024.0 GB,High
618_CPU,CPU,Intel Core i5 10th Gen,Low
618_GPU,GPU,Intel Integrated UHD,Low
618_RAM,RAM,8 GB,Low
618_STORAGE,STORAGE,512.0 GB,Low
619_CPU,CPU,Intel Core i3 11th Gen,Low
619_GPU,GPU,Intel Integrated UHD,Low
619_RAM,RAM,8 GB,Low
619_STORAGE,STORAGE,512.0 GB,Low
620_CPU,CPU,Intel Core i7 11th Gen,Low
620_GPU,GPU,Intel Integrated Iris Xe,Low
620_RAM,RAM,8 GB,Low
620_STORAGE,STORAGE,512.0 GB,Low
621_CPU,CPU,Intel Core i7 11th Gen,Low
621_GPU,GPU,NVIDIA GeForce MX450,Low
621_RAM,RAM,8 GB,Low
621_STORAGE,STORAGE,512.0 GB,Low
622_CPU,CPU,Intel Core i5 11th Gen,Low
622_GPU,GPU,Intel Integrated UHD,Low
622_RAM,RAM,8 GB,Low
622_STORAGE,STORAGE,512.0 GB,Low
623_CPU,CPU,Intel Core i5 11th Gen,Medium
623_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
623_RAM,RAM,8 GB,Medium
623_STORAGE,STORAGE,1024.0 GB,Medium
624_CPU,CPU,Intel Core i5 11th Gen,Medium
624_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
624_RAM,RAM,8 GB,Medium
624_STORAGE,STORAGE,512.0 GB,Medium
625_CPU,CPU,Intel Core i7 11th Gen,High
625_GPU,GPU,NVIDIA GeForce RTX 3050,High
625_RAM,RAM,16 GB,High
625_STORAGE,STORAGE,1024.0 GB,High
626_CPU,CPU,Intel Core i5 10th Gen,Medium
626_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
626_RAM,RAM,8 GB,Medium
626_STORAGE,STORAGE,1280.0 GB,Medium
627_CPU,CPU,Intel Core i5 9th Gen,Medium
627_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
627_RAM,RAM,8 GB,Medium
627_STORAGE,STORAGE,1280.0 GB,Medium
628_CPU,CPU,Intel Core i7 10th Gen,High
628_GPU,GPU,NVIDIA GeForce GTX 1650,High
628_RAM,RAM,8 GB,High
628_STORAGE,STORAGE,512.0 GB,High
629_CPU,CPU,AMD Ryzen 7 Octa Core,High
629_GPU,GPU,NVIDIA GeForce GTX 1650,High
629_RAM,RAM,8 GB,High
629_STORAGE,STORAGE,1024.0 GB,High
630_CPU,CPU,Intel Core i7 10th Gen,High
630_GPU,GPU,NVIDIA GeForce GTX 1650,High
630_RAM,RAM,16 GB,High
630_STORAGE,STORAGE,1280.0 GB,High
631_CPU,CPU,Intel Core i7 11th Gen,High
631_GPU,GPU,NVIDIA GeForce RTX 3050,High
631_RAM,RAM,16 GB,High
631_STORAGE,STORAGE,512.0 GB,High
632_CPU,CPU,AMD Ryzen 7 Octa Core,High
632_GPU,GPU,NVIDIA GeForce RTX 3050,High
632_RAM,RAM,16 GB,High
632_STORAGE,STORAGE,512.0 GB,High
633_CPU,CPU,AMD Ryzen 9 Octa Core,Extreme
633_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
633_RAM,RAM,16 GB,Extreme
633_STORAGE,STORAGE,1024.0 GB,Extreme
634_CPU,CPU,Intel Core i7 10th Gen,High
634_GPU,GPU,NVIDIA GeForce GTX 1650,High
634_RAM,RAM,16 GB,High
634_STORAGE,STORAGE,512.0 GB,High
635_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
635_GPU,GPU,AMD Radeon wega 8,Low
635_RAM,RAM,8 GB,Low
635_STORAGE,STORAGE,1024.0 GB,Low
636_CPU,CPU,Intel Core i3 11th Gen,Low
636_GPU,GPU,Intel Integrated UHD,Low
636_RAM,RAM,8 GB,Low
636_STORAGE,STORAGE,512.0 GB,Low
637_CPU,CPU,Intel Core i5 11th Gen,Low
637_GPU,GPU,Intel Integrated Iris Xe,Low
637_RAM,RAM,16 GB,Low
637_STORAGE,STORAGE,512.0 GB,Low
638_CPU,CPU,Intel Core i5 11th Gen,Low
638_GPU,GPU,Intel Integrated Iris Xe,Low
638_RAM,RAM,16 GB,Low
638_STORAGE,STORAGE,512.0 GB,Low
639_CPU,CPU,Intel Core i3 11th Gen,Low
639_GPU,GPU,Intel Integrated Intel UHD Graphic,Low
639_RAM,RAM,8 GB,Low
639_STORAGE,STORAGE,1024.0 GB,Low
640_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
640_GPU,GPU,AMD Radeon Radeon,Low
640_RAM,RAM,8 GB,Low
640_STORAGE,STORAGE,512.0 GB,Low
641_CPU,CPU,AMD Ryzen 9 Octa Core 5th Gen,High
641_GPU,GPU,NVIDIA GeForce RTX 3050Ti,High
641_RAM,RAM,16 GB,High
641_STORAGE,STORAGE,1024.0 GB,High
642_CPU,CPU,Intel Core i5 10th Gen,Medium
642_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
642_RAM,RAM,8 GB,Medium
642_STORAGE,STORAGE,512.0 GB,Medium
643_CPU,CPU,Intel Core i7 10th Gen,High
643_GPU,GPU,NVIDIA GeForce RTX 3060,High
643_RAM,RAM,16 GB,High
643_STORAGE,STORAGE,1024.0 GB,High
644_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
644_GPU,GPU,AMD Radeon AMD,Low
644_RAM,RAM,8 GB,Low
644_STORAGE,STORAGE,512.0 GB,Low
645_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
645_GPU,GPU,AMD Radeon AMD,Low
645_RAM,RAM,16 GB,Low
645_STORAGE,STORAGE,512.0 GB,Low
646_CPU,CPU,Intel Core i7 11th Gen,Medium
646_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
646_RAM,RAM,16 GB,Medium
646_STORAGE,STORAGE,1024.0 GB,Medium
647_CPU,CPU,Intel Core i7 10th Gen,Medium
647_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
647_RAM,RAM,16 GB,Medium
647_STORAGE,STORAGE,512.0 GB,Medium
648_CPU,CPU,Intel Core i5 11th Gen,Medium
648_GPU,GPU,NVIDIA GeForce GTX GTX,Medium
648_RAM,RAM,16 GB,Medium
648_STORAGE,STORAGE,1024.0 GB,Medium
649_CPU,CPU,AMD Ryzen 7 Octa Core,High
649_GPU,GPU,AMD Radeon RX6600M,High
649_RAM,RAM,16 GB,High
649_STORAGE,STORAGE,1024.0 GB,High
650_CPU,CPU,Intel Core i3 10th Gen,Low
650_GPU,GPU,Intel Integrated Intel UHD,Low
650_RAM,RAM,4 GB,Low
650_STORAGE,STORAGE,1024.0 GB,Low
651_CPU,CPU,Intel Core i3 10th Gen,Low
651_GPU,GPU,Intel Integrated,Low
651_RAM,RAM,8 GB,Low
651_STORAGE,STORAGE,1024.0 GB,Low
652_CPU,CPU,Intel Core i7 11th Gen,Extreme
652_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
652_RAM,RAM,16 GB,Extreme
652_STORAGE,STORAGE,1536.0 GB,Extreme
653_CPU,CPU,Intel Core i5 11th Gen,Medium
653_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
653_RAM,RAM,8 GB,Medium
653_STORAGE,STORAGE,1024.0 GB,Medium
654_CPU,CPU,AMD Ryzen 7 Octa Core,Low
654_GPU,GPU,AMD Radeon Radeon,Low
654_RAM,RAM,16 GB,Low
654_STORAGE,STORAGE,1024.0 GB,Low
655_CPU,CPU,Intel Core i3 11th Gen,Low
655_GPU,GPU,Intel Integrated UHD,Low
655_RAM,RAM,8 GB,Low
655_STORAGE,STORAGE,256.0 GB,Low
656_CPU,CPU,Intel Core i5 11th Gen,Low
656_GPU,GPU,Intel Integrated Intel Iris X? Graphics,Low
656_RAM,RAM,8 GB,Low
656_STORAGE,STORAGE,512.0 GB,Low
657_CPU,CPU,Intel Core i7 11th Gen,Low
657_GPU,GPU,Intel Integrated Iris Xe,Low
657_RAM,RAM,16 GB,Low
657_STORAGE,STORAGE,1024.0 GB,Low
658_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
658_GPU,GPU,AMD Radeon Radeon,Low
658_RAM,RAM,8 GB,Low
658_STORAGE,STORAGE,512.0 GB,Low
659_CPU,CPU,Intel Core i5 10th Gen,Medium
659_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
659_RAM,RAM,8 GB,Medium
659_STORAGE,STORAGE,1024.0 GB,Medium
660_CPU,CPU,Intel Core i7 11th Gen,Medium
660_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
660_RAM,RAM,8 GB,Medium
660_STORAGE,STORAGE,512.0 GB,Medium
661_CPU,CPU,Intel Core i7 11th Gen,Extreme
661_GPU,GPU,NVIDIA GeForce RTX 3070,Extreme
661_RAM,RAM,16 GB,Extreme
661_STORAGE,STORAGE,1024.0 GB,Extreme
662_CPU,CPU,AMD Ryzen 9 Octa Core,Extreme
662_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
662_RAM,RAM,16 GB,Extreme
662_STORAGE,STORAGE,1024.0 GB,Extreme
663_CPU,CPU,AMD Ryzen 7 Octa Core,High
663_GPU,GPU,NVIDIA GeForce RTX 3050,High
663_RAM,RAM,8 GB,High
663_STORAGE,STORAGE,512.0 GB,High
664_CPU,CPU,Intel Core i5 11th Gen,Low
664_GPU,GPU,Intel Integrated Iris Xe,Low
664_RAM,RAM,8 GB,Low
664_STORAGE,STORAGE,512.0 GB,Low
665_CPU,CPU,Intel Core i3 11th Gen,Low
665_GPU,GPU,Intel Integrated UHD,Low
665_RAM,RAM,8 GB,Low
665_STORAGE,STORAGE,256.0 GB,Low
666_CPU,CPU,AMD Ryzen 7 Octa Core,High
666_GPU,GPU,NVIDIA GeForce GTX 1650,High
666_RAM,RAM,8 GB,High
666_STORAGE,STORAGE,512.0 GB,High
667_CPU,CPU,Intel Core i5 11th Gen,Low
667_GPU,GPU,Intel Integrated Iris Xe,Low
667_RAM,RAM,8 GB,Low
667_STORAGE,STORAGE,512.0 GB,Low
668_CPU,CPU,Intel Core i7 11th Gen,Medium
668_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
668_RAM,RAM,16 GB,Medium
668_STORAGE,STORAGE,512.0 GB,Medium
669_CPU,CPU,Intel Core i5 11th Gen,Medium
669_GPU,GPU,NVIDIA GeForce RTX RTX,Medium
669_RAM,RAM,16 GB,Medium
669_STORAGE,STORAGE,512.0 GB,Medium
670_CPU,CPU,Intel Core i5 11th Gen,Low
670_GPU,GPU,Intel Integrated Intel Iris Xe,Low
670_RAM,RAM,16 GB,Low
670_STORAGE,STORAGE,512.0 GB,Low
671_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
671_GPU,GPU,AMD Radeon Radeon,Low
671_RAM,RAM,16 GB,Low
671_STORAGE,STORAGE,512.0 GB,Low
672_CPU,CPU,Intel Core i5 11th Gen,Medium
672_GPU,GPU,NVIDIA GeForce MX450,Medium
672_RAM,RAM,16 GB,Medium
672_STORAGE,STORAGE,512.0 GB,Medium
673_CPU,CPU,Intel Core i3 11th Gen,Low
673_GPU,GPU,Intel Integrated Intel,Low
673_RAM,RAM,8 GB,Low
673_STORAGE,STORAGE,1024.0 GB,Low
674_CPU,CPU,Intel Core i3 10th Gen,Low
674_GPU,GPU,Intel Integrated UHD,Low
674_RAM,RAM,4 GB,Low
674_STORAGE,STORAGE,1024.0 GB,Low
675_CPU,CPU,Intel Core i7 11th Gen,Medium
675_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,Medium
675_RAM,RAM,16 GB,Medium
675_STORAGE,STORAGE,512.0 GB,Medium
676_CPU,CPU,Intel Core i7 11th Gen,High
676_GPU,GPU,NVIDIA GeForce RTX 3070,High
676_RAM,RAM,16 GB,High
676_STORAGE,STORAGE,1024.0 GB,High
677_CPU,CPU,Intel Core i7 11th Gen,Extreme
677_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
677_RAM,RAM,16 GB,Extreme
677_STORAGE,STORAGE,1024.0 GB,Extreme
678_CPU,CPU,AMD Ryzen 9 Octa Core,Extreme
678_GPU,GPU,AMD Radeon RX 6800M,Extreme
678_RAM,RAM,16 GB,Extreme
678_STORAGE,STORAGE,1024.0 GB,Extreme
679_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
679_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
679_RAM,RAM,8 GB,Medium
679_STORAGE,STORAGE,512.0 GB,Medium
680_CPU,CPU,AMD Ryzen 7 Octa Core,High
680_GPU,GPU,NVIDIA GeForce GTX 1650,High
680_RAM,RAM,8 GB,High
680_STORAGE,STORAGE,512.0 GB,High
681_CPU,CPU,Intel Core i5 11th Gen,Low
681_GPU,GPU,NVIDIA GeForce Nvidia MX330-2GB,Low
681_RAM,RAM,8 GB,Low
681_STORAGE,STORAGE,1280.0 GB,Low
682_CPU,CPU,Intel Core i3 10th Gen,Low
682_GPU,GPU,Intel Integrated,Low
682_RAM,RAM,8 GB,Low
682_STORAGE,STORAGE,256.0 GB,Low
683_CPU,CPU,Intel Core i5 11th Gen,Low
683_GPU,GPU,Intel Integrated Iris Xe,Low
683_RAM,RAM,8 GB,Low
683_STORAGE,STORAGE,512.0 GB,Low
684_CPU,CPU,Intel Core i3 11th Gen,Low
684_GPU,GPU,Intel Integrated UHD,Low
684_RAM,RAM,8 GB,Low
684_STORAGE,STORAGE,256.0 GB,Low
685_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
685_GPU,GPU,AMD Radeon,Low
685_RAM,RAM,8 GB,Low
685_STORAGE,STORAGE,512.0 GB,Low
686_CPU,CPU,Intel Core i5 11th Gen,Medium
686_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
686_RAM,RAM,8 GB,Medium
686_STORAGE,STORAGE,1280.0 GB,Medium
687_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
687_GPU,GPU,AMD Radeon,Medium
687_RAM,RAM,16 GB,Medium
687_STORAGE,STORAGE,1024.0 GB,Medium
688_CPU,CPU,Intel Core i3 11th Gen,Low
688_GPU,GPU,Intel Integrated UHD,Low
688_RAM,RAM,8 GB,Low
688_STORAGE,STORAGE,256.0 GB,Low
689_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
689_GPU,GPU,AMD Radeon 5500U,Low
689_RAM,RAM,8 GB,Low
689_STORAGE,STORAGE,512.0 GB,Low
690_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
690_GPU,GPU,AMD Radeon 5500U,Low
690_RAM,RAM,8 GB,Low
690_STORAGE,STORAGE,512.0 GB,Low
691_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
691_GPU,GPU,AMD Radeon,Low
691_RAM,RAM,16 GB,Low
691_STORAGE,STORAGE,512.0 GB,Low
692_CPU,CPU,Intel Core i5 11th Gen,Low
692_GPU,GPU,NVIDIA GeForce MX350,Low
692_RAM,RAM,8 GB,Low
692_STORAGE,STORAGE,1280.0 GB,Low
693_CPU,CPU,Intel Core i3 11th Gen,Low
693_GPU,GPU,Intel Integrated UHD,Low
693_RAM,RAM,8 GB,Low
693_STORAGE,STORAGE,1024.0 GB,Low
694_CPU,CPU,Intel Core i5 11th Gen,Low
694_GPU,GPU,NVIDIA GeForce MX330,Low
694_RAM,RAM,8 GB,Low
694_STORAGE,STORAGE,512.0 GB,Low
695_CPU,CPU,Intel Core i5 11th Gen,Low
695_GPU,GPU,Intel Integrated INTEGRATED INTEL IRIS XE GRAPHICS,Low
695_RAM,RAM,8 GB,Low
695_STORAGE,STORAGE,512.0 GB,Low
696_CPU,CPU,Intel Core i3 11th Gen,Low
696_GPU,GPU,Intel Integrated UHD,Low
696_RAM,RAM,4 GB,Low
696_STORAGE,STORAGE,1280.0 GB,Low
697_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
697_GPU,GPU,AMD Radeon,Low
697_RAM,RAM,16 GB,Low
697_STORAGE,STORAGE,512.0 GB,Low
698_CPU,CPU,AMD Ryzen 3 Quad Core,Low
698_GPU,GPU,AMD Radeon,Low
698_RAM,RAM,8 GB,Low
698_STORAGE,STORAGE,512.0 GB,Low
699_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
699_GPU,GPU,AMD Radeon RX5500M,Medium
699_RAM,RAM,8 GB,Medium
699_STORAGE,STORAGE,512.0 GB,Medium
700_CPU,CPU,Intel Core i5 11th Gen,Low
700_GPU,GPU,Intel Integrated UHD,Low
700_RAM,RAM,8 GB,Low
700_STORAGE,STORAGE,1280.0 GB,Low
701_CPU,CPU,Intel Core i5 11th Gen,Low
701_GPU,GPU,Intel Integrated INTEGRATED INTEL IRIS XE GRAPHICS,Low
701_RAM,RAM,8 GB,Low
701_STORAGE,STORAGE,256.0 GB,Low
702_CPU,CPU,Intel Core i3 11th Gen,Low
702_GPU,GPU,Intel Integrated,Low
702_RAM,RAM,4 GB,Low
702_STORAGE,STORAGE,256.0 GB,Low
703_CPU,CPU,Intel Core i7 10th Gen,Medium
703_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
703_RAM,RAM,8 GB,Medium
703_STORAGE,STORAGE,512.0 GB,Medium
704_CPU,CPU,Intel Core i3 10th Gen,Low
704_GPU,GPU,Intel Integrated UHD,Low
704_RAM,RAM,8 GB,Low
704_STORAGE,STORAGE,512.0 GB,Low
705_CPU,CPU,Intel Core i3 10th Gen,Low
705_GPU,GPU,Intel Integrated UHD,Low
705_RAM,RAM,4 GB,Low
705_STORAGE,STORAGE,512.0 GB,Low
706_CPU,CPU,Intel Core i5 10th Gen,Low
706_GPU,GPU,Intel Integrated UHD,Low
706_RAM,RAM,8 GB,Low
706_STORAGE,STORAGE,512.0 GB,Low
707_CPU,CPU,Intel Core i5 10th Gen,Low
707_GPU,GPU,NVIDIA GeForce MX130,Low
707_RAM,RAM,8 GB,Low
707_STORAGE,STORAGE,512.0 GB,Low
708_CPU,CPU,AMD Ryzen 5 Quad Core,Low
708_GPU,GPU,AMD Radeon,Low
708_RAM,RAM,8 GB,Low
